,States,Regions,latitude,longitude,Dates,Month,Year,Usage
2666,Arunachal Pradesh,NER,27.10039878,93.61660071,25/03/2019,Mar,2019,2.1
2667,Assam,NER,26.7499809,94.21666744,25/03/2019,Mar,2019,23.1
2668,Manipur,NER,24.79997072,93.95001705,25/03/2019,Mar,2019,2.6
2669,Meghalaya,NER,25.57049217,91.8800142,25/03/2019,Mar,2019,5.5
2670,Mizoram,NER,23.71039899,92.72001461,25/03/2019,Mar,2019,1.8
2671,Nagaland,NER,25.6669979,94.11657019,25/03/2019,Mar,2019,2.2
2672,Tripura,NER,23.83540428,91.27999914,25/03/2019,Mar,2019,3.6
2673,Punjab,NR,31.51997398,75.98000281,26/03/2019,Mar,2019,102.8
2674,Haryana,NR,28.45000633,77.01999101,26/03/2019,Mar,2019,109.9
2675,Rajasthan,NR,26.44999921,74.63998124,26/03/2019,Mar,2019,212.3
2676,Delhi,NR,28.6699929,77.23000403,26/03/2019,Mar,2019,63.5
2677,UP,NR,27.59998069,78.05000565,26/03/2019,Mar,2019,236.2
2678,Uttarakhand,NR,30.32040895,78.05000565,26/03/2019,Mar,2019,34.2
2679,HP,NR,31.10002545,77.16659704,26/03/2019,Mar,2019,29.2
2680,J&K,NR,33.45,76.24,26/03/2019,Mar,2019,44.3
2681,Chandigarh,NR,30.71999697,76.78000565,26/03/2019,Mar,2019,3.5
2682,Chhattisgarh,WR,22.09042035,82.15998734,26/03/2019,Mar,2019,71.9
2683,Gujarat,WR,22.2587,71.1924,26/03/2019,Mar,2019,336.7
2684,MP,WR,21.30039105,76.13001949,26/03/2019,Mar,2019,250.3
2685,Maharashtra,WR,19.25023195,73.16017493,26/03/2019,Mar,2019,443.7
2686,Goa,WR,15.491997,73.81800065,26/03/2019,Mar,2019,12.9
2687,DNH,WR,20.26657819,73.01661779999998,26/03/2019,Mar,2019,18.4
2688,Andhra Pradesh,SR,14.7504291,78.57002559,26/03/2019,Mar,2019,167.7
2689,Telangana,SR,18.1124,79.0193,26/03/2019,Mar,2019,168.6
2690,Karnataka,SR,12.57038129,76.91999711,26/03/2019,Mar,2019,195.3
2691,Kerala,SR,8.900372741,76.56999263,26/03/2019,Mar,2019,74.2
2692,Tamil Nadu,SR,12.92038576,79.15004187,26/03/2019,Mar,2019,264.7
2693,Pondy,SR,11.93499371,79.83000037,26/03/2019,Mar,2019,7.3
2694,Bihar,ER,25.78541445,87.4799727,26/03/2019,Mar,2019,69.0
2695,Jharkhand,ER,23.80039349,86.41998572,26/03/2019,Mar,2019,24.3
2696,Odisha,ER,19.82042971,85.90001746,26/03/2019,Mar,2019,74.9
2697,West Bengal,ER,22.58039044,88.32994665,26/03/2019,Mar,2019,114.1
2698,Sikkim,ER,27.3333303,88.6166475,26/03/2019,Mar,2019,1.5
2699,Arunachal Pradesh,NER,27.10039878,93.61660071,26/03/2019,Mar,2019,2.1
2700,Assam,NER,26.7499809,94.21666744,26/03/2019,Mar,2019,22.9
2701,Manipur,NER,24.79997072,93.95001705,26/03/2019,Mar,2019,2.4
2702,Meghalaya,NER,25.57049217,91.8800142,26/03/2019,Mar,2019,5.5
2703,Mizoram,NER,23.71039899,92.72001461,26/03/2019,Mar,2019,1.8
2704,Nagaland,NER,25.6669979,94.11657019,26/03/2019,Mar,2019,2.2
2705,Tripura,NER,23.83540428,91.27999914,26/03/2019,Mar,2019,3.9
2706,Punjab,NR,31.51997398,75.98000281,27/03/2019,Mar,2019,101.4
2707,Haryana,NR,28.45000633,77.01999101,27/03/2019,Mar,2019,108.5
2708,Rajasthan,NR,26.44999921,74.63998124,27/03/2019,Mar,2019,213.3
2709,Delhi,NR,28.6699929,77.23000403,27/03/2019,Mar,2019,60.4
2710,UP,NR,27.59998069,78.05000565,27/03/2019,Mar,2019,240.5
2711,Uttarakhand,NR,30.32040895,78.05000565,27/03/2019,Mar,2019,34.2
2712,HP,NR,31.10002545,77.16659704,27/03/2019,Mar,2019,29.1
2713,J&K,NR,33.45,76.24,27/03/2019,Mar,2019,44.1
2714,Chandigarh,NR,30.71999697,76.78000565,27/03/2019,Mar,2019,3.3
2715,Chhattisgarh,WR,22.09042035,82.15998734,27/03/2019,Mar,2019,71.7
2716,Gujarat,WR,22.2587,71.1924,27/03/2019,Mar,2019,333.5
2717,MP,WR,21.30039105,76.13001949,27/03/2019,Mar,2019,250.7
2718,Maharashtra,WR,19.25023195,73.16017493,27/03/2019,Mar,2019,445.0
2719,Goa,WR,15.491997,73.81800065,27/03/2019,Mar,2019,12.9
2720,DNH,WR,20.26657819,73.01661779999998,27/03/2019,Mar,2019,18.3
2721,Andhra Pradesh,SR,14.7504291,78.57002559,27/03/2019,Mar,2019,170.0
2722,Telangana,SR,18.1124,79.0193,27/03/2019,Mar,2019,167.3
2723,Karnataka,SR,12.57038129,76.91999711,27/03/2019,Mar,2019,190.9
2724,Kerala,SR,8.900372741,76.56999263,27/03/2019,Mar,2019,72.0
2725,Tamil Nadu,SR,12.92038576,79.15004187,27/03/2019,Mar,2019,250.0
2726,Pondy,SR,11.93499371,79.83000037,27/03/2019,Mar,2019,6.9
2727,Bihar,ER,25.78541445,87.4799727,27/03/2019,Mar,2019,69.0
2728,Jharkhand,ER,23.80039349,86.41998572,27/03/2019,Mar,2019,24.5
2729,Odisha,ER,19.82042971,85.90001746,27/03/2019,Mar,2019,77.5
2730,West Bengal,ER,22.58039044,88.32994665,27/03/2019,Mar,2019,115.6
2731,Sikkim,ER,27.3333303,88.6166475,27/03/2019,Mar,2019,1.4
2732,Arunachal Pradesh,NER,27.10039878,93.61660071,27/03/2019,Mar,2019,2.2
2733,Assam,NER,26.7499809,94.21666744,27/03/2019,Mar,2019,23.0
2734,Manipur,NER,24.79997072,93.95001705,27/03/2019,Mar,2019,2.5
2735,Meghalaya,NER,25.57049217,91.8800142,27/03/2019,Mar,2019,6.0
2736,Mizoram,NER,23.71039899,92.72001461,27/03/2019,Mar,2019,1.8
2737,Nagaland,NER,25.6669979,94.11657019,27/03/2019,Mar,2019,2.2
2738,Tripura,NER,23.83540428,91.27999914,27/03/2019,Mar,2019,3.4
2739,Punjab,NR,31.51997398,75.98000281,28/03/2019,Mar,2019,92.9
2740,Haryana,NR,28.45000633,77.01999101,28/03/2019,Mar,2019,97.7
2741,Rajasthan,NR,26.44999921,74.63998124,28/03/2019,Mar,2019,210.3
2742,Delhi,NR,28.6699929,77.23000403,28/03/2019,Mar,2019,57.2
2743,UP,NR,27.59998069,78.05000565,28/03/2019,Mar,2019,232.6
2744,Uttarakhand,NR,30.32040895,78.05000565,28/03/2019,Mar,2019,30.9
2745,HP,NR,31.10002545,77.16659704,28/03/2019,Mar,2019,25.8
2746,J&K,NR,33.45,76.24,28/03/2019,Mar,2019,43.8
2747,Chandigarh,NR,30.71999697,76.78000565,28/03/2019,Mar,2019,3.1
2748,Chhattisgarh,WR,22.09042035,82.15998734,28/03/2019,Mar,2019,70.5
2749,Gujarat,WR,22.2587,71.1924,28/03/2019,Mar,2019,318.3
2750,MP,WR,21.30039105,76.13001949,28/03/2019,Mar,2019,246.0
2751,Maharashtra,WR,19.25023195,73.16017493,28/03/2019,Mar,2019,424.4
2752,Goa,WR,15.491997,73.81800065,28/03/2019,Mar,2019,12.9
2753,DNH,WR,20.26657819,73.01661779999998,28/03/2019,Mar,2019,17.7
2754,Andhra Pradesh,SR,14.7504291,78.57002559,28/03/2019,Mar,2019,151.7
2755,Telangana,SR,18.1124,79.0193,28/03/2019,Mar,2019,159.2
2756,Karnataka,SR,12.57038129,76.91999711,28/03/2019,Mar,2019,162.3
2757,Kerala,SR,8.900372741,76.56999263,28/03/2019,Mar,2019,64.2
2758,Tamil Nadu,SR,12.92038576,79.15004187,28/03/2019,Mar,2019,211.8
2759,Pondy,SR,11.93499371,79.83000037,28/03/2019,Mar,2019,5.8
2760,Bihar,ER,25.78541445,87.4799727,28/03/2019,Mar,2019,66.8
2761,Jharkhand,ER,23.80039349,86.41998572,28/03/2019,Mar,2019,23.6
2762,Odisha,ER,19.82042971,85.90001746,28/03/2019,Mar,2019,83.8
2763,West Bengal,ER,22.58039044,88.32994665,28/03/2019,Mar,2019,102.1
2764,Sikkim,ER,27.3333303,88.6166475,28/03/2019,Mar,2019,1.2
2765,Arunachal Pradesh,NER,27.10039878,93.61660071,28/03/2019,Mar,2019,2.1
2766,Assam,NER,26.7499809,94.21666744,28/03/2019,Mar,2019,20.4
2767,Manipur,NER,24.79997072,93.95001705,28/03/2019,Mar,2019,2.6
2768,Meghalaya,NER,25.57049217,91.8800142,28/03/2019,Mar,2019,5.9
2769,Mizoram,NER,23.71039899,92.72001461,28/03/2019,Mar,2019,1.8
2770,Nagaland,NER,25.6669979,94.11657019,28/03/2019,Mar,2019,2.1
2771,Tripura,NER,23.83540428,91.27999914,28/03/2019,Mar,2019,3.4
2772,Punjab,NR,31.51997398,75.98000281,29/03/2019,Mar,2019,118.3
2773,Haryana,NR,28.45000633,77.01999101,29/03/2019,Mar,2019,117.7
2774,Rajasthan,NR,26.44999921,74.63998124,29/03/2019,Mar,2019,209.5
2775,Delhi,NR,28.6699929,77.23000403,29/03/2019,Mar,2019,61.7
2776,UP,NR,27.59998069,78.05000565,29/03/2019,Mar,2019,291.7
2777,Uttarakhand,NR,30.32040895,78.05000565,29/03/2019,Mar,2019,35.2
2778,HP,NR,31.10002545,77.16659704,29/03/2019,Mar,2019,26.9
2779,J&K,NR,33.45,76.24,29/03/2019,Mar,2019,45.8
2780,Chandigarh,NR,30.71999697,76.78000565,29/03/2019,Mar,2019,3.1
2781,Chhattisgarh,WR,22.09042035,82.15998734,29/03/2019,Mar,2019,94.2
2782,Gujarat,WR,22.2587,71.1924,29/03/2019,Mar,2019,351.5
2783,MP,WR,21.30039105,76.13001949,29/03/2019,Mar,2019,199.3
2784,Maharashtra,WR,19.25023195,73.16017493,29/03/2019,Mar,2019,471.3
2785,Goa,WR,15.491997,73.81800065,29/03/2019,Mar,2019,12.4
2786,DNH,WR,20.26657819,73.01661779999998,29/03/2019,Mar,2019,18.3
2787,Andhra Pradesh,SR,14.7504291,78.57002559,29/03/2019,Mar,2019,197.7
2788,Telangana,SR,18.1124,79.0193,29/03/2019,Mar,2019,223.9
2789,Karnataka,SR,12.57038129,76.91999711,29/03/2019,Mar,2019,252.5
2790,Kerala,SR,8.900372741,76.56999263,29/03/2019,Mar,2019,84.7
2791,Tamil Nadu,SR,12.92038576,79.15004187,29/03/2019,Mar,2019,345.9
2792,Pondy,SR,11.93499371,79.83000037,29/03/2019,Mar,2019,8.5
2793,Bihar,ER,25.78541445,87.4799727,29/03/2019,Mar,2019,79.5
2794,Jharkhand,ER,23.80039349,86.41998572,29/03/2019,Mar,2019,24.7
2795,Odisha,ER,19.82042971,85.90001746,29/03/2019,Mar,2019,87.1
2796,West Bengal,ER,22.58039044,88.32994665,29/03/2019,Mar,2019,152.1
2797,Sikkim,ER,27.3333303,88.6166475,29/03/2019,Mar,2019,1.3
2798,Arunachal Pradesh,NER,27.10039878,93.61660071,29/03/2019,Mar,2019,2.0
2799,Assam,NER,26.7499809,94.21666744,29/03/2019,Mar,2019,24.8
2800,Manipur,NER,24.79997072,93.95001705,29/03/2019,Mar,2019,2.1
2801,Meghalaya,NER,25.57049217,91.8800142,29/03/2019,Mar,2019,5.7
2802,Mizoram,NER,23.71039899,92.72001461,29/03/2019,Mar,2019,1.7
2803,Nagaland,NER,25.6669979,94.11657019,29/03/2019,Mar,2019,2.7
2804,Tripura,NER,23.83540428,91.27999914,29/03/2019,Mar,2019,3.9
2805,Punjab,NR,31.51997398,75.98000281,30/03/2019,Mar,2019,123.5
2806,Haryana,NR,28.45000633,77.01999101,30/03/2019,Mar,2019,123.4
2807,Rajasthan,NR,26.44999921,74.63998124,30/03/2019,Mar,2019,216.3
2808,Delhi,NR,28.6699929,77.23000403,30/03/2019,Mar,2019,64.3
2809,UP,NR,27.59998069,78.05000565,30/03/2019,Mar,2019,279.4
2810,Uttarakhand,NR,30.32040895,78.05000565,30/03/2019,Mar,2019,35.2
2811,HP,NR,31.10002545,77.16659704,30/03/2019,Mar,2019,26.2
2812,J&K,NR,33.45,76.24,30/03/2019,Mar,2019,45.1
2813,Chandigarh,NR,30.71999697,76.78000565,30/03/2019,Mar,2019,3.1
2814,Chhattisgarh,WR,22.09042035,82.15998734,30/03/2019,Mar,2019,96.0
2815,Gujarat,WR,22.2587,71.1924,30/03/2019,Mar,2019,355.6
2816,MP,WR,21.30039105,76.13001949,30/03/2019,Mar,2019,200.8
2817,Maharashtra,WR,19.25023195,73.16017493,30/03/2019,Mar,2019,484.0
2818,Goa,WR,15.491997,73.81800065,30/03/2019,Mar,2019,12.4
2819,DNH,WR,20.26657819,73.01661779999998,30/03/2019,Mar,2019,18.2
2820,Andhra Pradesh,SR,14.7504291,78.57002559,30/03/2019,Mar,2019,197.6
2821,Telangana,SR,18.1124,79.0193,30/03/2019,Mar,2019,229.2
2822,Karnataka,SR,12.57038129,76.91999711,30/03/2019,Mar,2019,273.3
2823,Kerala,SR,8.900372741,76.56999263,30/03/2019,Mar,2019,86.3
2824,Tamil Nadu,SR,12.92038576,79.15004187,30/03/2019,Mar,2019,341.9
2825,Pondy,SR,11.93499371,79.83000037,30/03/2019,Mar,2019,8.4
2826,Bihar,ER,25.78541445,87.4799727,30/03/2019,Mar,2019,62.1
2827,Jharkhand,ER,23.80039349,86.41998572,30/03/2019,Mar,2019,23.1
2828,Odisha,ER,19.82042971,85.90001746,30/03/2019,Mar,2019,98.4
2829,West Bengal,ER,22.58039044,88.32994665,30/03/2019,Mar,2019,145.2
2830,Sikkim,ER,27.3333303,88.6166475,30/03/2019,Mar,2019,1.5
2831,Arunachal Pradesh,NER,27.10039878,93.61660071,30/03/2019,Mar,2019,2.2
2832,Assam,NER,26.7499809,94.21666744,30/03/2019,Mar,2019,23.2
2833,Manipur,NER,24.79997072,93.95001705,30/03/2019,Mar,2019,2.3
2834,Meghalaya,NER,25.57049217,91.8800142,30/03/2019,Mar,2019,5.5
2835,Mizoram,NER,23.71039899,92.72001461,30/03/2019,Mar,2019,1.9
2836,Nagaland,NER,25.6669979,94.11657019,30/03/2019,Mar,2019,2.7
2837,Tripura,NER,23.83540428,91.27999914,30/03/2019,Mar,2019,3.8
2838,Punjab,NR,31.51997398,75.98000281,31/03/2019,Mar,2019,126.9
2839,Haryana,NR,28.45000633,77.01999101,31/03/2019,Mar,2019,124.6
2840,Rajasthan,NR,26.44999921,74.63998124,31/03/2019,Mar,2019,215.4
2841,Delhi,NR,28.6699929,77.23000403,31/03/2019,Mar,2019,65.9
2842,UP,NR,27.59998069,78.05000565,31/03/2019,Mar,2019,297.6
2843,Uttarakhand,NR,30.32040895,78.05000565,31/03/2019,Mar,2019,35.8
2844,HP,NR,31.10002545,77.16659704,31/03/2019,Mar,2019,26.7
2845,J&K,NR,33.45,76.24,31/03/2019,Mar,2019,46.1
2846,Chandigarh,NR,30.71999697,76.78000565,31/03/2019,Mar,2019,3.2
2847,Chhattisgarh,WR,22.09042035,82.15998734,31/03/2019,Mar,2019,98.1
2848,Gujarat,WR,22.2587,71.1924,31/03/2019,Mar,2019,357.6
2849,MP,WR,21.30039105,76.13001949,31/03/2019,Mar,2019,203.1
2850,Maharashtra,WR,19.25023195,73.16017493,31/03/2019,Mar,2019,489.6
2851,Goa,WR,15.491997,73.81800065,31/03/2019,Mar,2019,12.4
2852,DNH,WR,20.26657819,73.01661779999998,31/03/2019,Mar,2019,18.4
2853,Andhra Pradesh,SR,14.7504291,78.57002559,31/03/2019,Mar,2019,198.1
2854,Telangana,SR,18.1124,79.0193,31/03/2019,Mar,2019,226.8
2855,Karnataka,SR,12.57038129,76.91999711,31/03/2019,Mar,2019,256.3
2856,Kerala,SR,8.900372741,76.56999263,31/03/2019,Mar,2019,86.4
2857,Tamil Nadu,SR,12.92038576,79.15004187,31/03/2019,Mar,2019,350.1
2858,Pondy,SR,11.93499371,79.83000037,31/03/2019,Mar,2019,8.4
2859,Bihar,ER,25.78541445,87.4799727,31/03/2019,Mar,2019,72.8
2860,Jharkhand,ER,23.80039349,86.41998572,31/03/2019,Mar,2019,23.9
2861,Odisha,ER,19.82042971,85.90001746,31/03/2019,Mar,2019,98.7
2862,West Bengal,ER,22.58039044,88.32994665,31/03/2019,Mar,2019,145.8
2863,Sikkim,ER,27.3333303,88.6166475,31/03/2019,Mar,2019,1.5
2864,Arunachal Pradesh,NER,27.10039878,93.61660071,31/03/2019,Mar,2019,2.0
2865,Assam,NER,26.7499809,94.21666744,31/03/2019,Mar,2019,22.7
2866,Manipur,NER,24.79997072,93.95001705,31/03/2019,Mar,2019,2.4
2867,Meghalaya,NER,25.57049217,91.8800142,31/03/2019,Mar,2019,5.6
2868,Mizoram,NER,23.71039899,92.72001461,31/03/2019,Mar,2019,1.9
2869,Nagaland,NER,25.6669979,94.11657019,31/03/2019,Mar,2019,2.1
2870,Tripura,NER,23.83540428,91.27999914,31/03/2019,Mar,2019,3.8
2871,Punjab,NR,31.51997398,75.98000281,02/04/2019,Apr,2019,129.8
2872,Haryana,NR,28.45000633,77.01999101,02/04/2019,Apr,2019,126.3
2873,Rajasthan,NR,26.44999921,74.63998124,02/04/2019,Apr,2019,214.8
2874,Delhi,NR,28.6699929,77.23000403,02/04/2019,Apr,2019,67.4
2875,UP,NR,27.59998069,78.05000565,02/04/2019,Apr,2019,308.6
2876,Uttarakhand,NR,30.32040895,78.05000565,02/04/2019,Apr,2019,24.0
2877,HP,NR,31.10002545,77.16659704,02/04/2019,Apr,2019,25.5
2878,J&K,NR,33.45,76.24,02/04/2019,Apr,2019,44.4
2879,Chandigarh,NR,30.71999697,76.78000565,02/04/2019,Apr,2019,3.2
2880,Chhattisgarh,WR,22.09042035,82.15998734,02/04/2019,Apr,2019,97.2
2881,Gujarat,WR,22.2587,71.1924,02/04/2019,Apr,2019,364.6
2882,MP,WR,21.30039105,76.13001949,02/04/2019,Apr,2019,204.8
2883,Maharashtra,WR,19.25023195,73.16017493,02/04/2019,Apr,2019,487.7
2884,Goa,WR,15.491997,73.81800065,02/04/2019,Apr,2019,12.4
2885,DNH,WR,20.26657819,73.01661779999998,02/04/2019,Apr,2019,18.5
2886,Andhra Pradesh,SR,14.7504291,78.57002559,02/04/2019,Apr,2019,198.8
2887,Telangana,SR,18.1124,79.0193,02/04/2019,Apr,2019,225.6
2888,Karnataka,SR,12.57038129,76.91999711,02/04/2019,Apr,2019,254.3
2889,Kerala,SR,8.900372741,76.56999263,02/04/2019,Apr,2019,86.7
2890,Tamil Nadu,SR,12.92038576,79.15004187,02/04/2019,Apr,2019,346.0
2891,Pondy,SR,11.93499371,79.83000037,02/04/2019,Apr,2019,8.5
2892,Bihar,ER,25.78541445,87.4799727,02/04/2019,Apr,2019,78.7
2893,Jharkhand,ER,23.80039349,86.41998572,02/04/2019,Apr,2019,23.8
2894,Odisha,ER,19.82042971,85.90001746,02/04/2019,Apr,2019,90.5
2895,West Bengal,ER,22.58039044,88.32994665,02/04/2019,Apr,2019,160.1
2896,Sikkim,ER,27.3333303,88.6166475,02/04/2019,Apr,2019,1.4
2897,Arunachal Pradesh,NER,27.10039878,93.61660071,02/04/2019,Apr,2019,2.1
2898,Assam,NER,26.7499809,94.21666744,02/04/2019,Apr,2019,24.6
2899,Manipur,NER,24.79997072,93.95001705,02/04/2019,Apr,2019,2.5
2900,Meghalaya,NER,25.57049217,91.8800142,02/04/2019,Apr,2019,5.7
2901,Mizoram,NER,23.71039899,92.72001461,02/04/2019,Apr,2019,1.9
2902,Nagaland,NER,25.6669979,94.11657019,02/04/2019,Apr,2019,2.2
2903,Tripura,NER,23.83540428,91.27999914,02/04/2019,Apr,2019,3.9
2904,Punjab,NR,31.51997398,75.98000281,03/04/2019,Apr,2019,131.5
2905,Haryana,NR,28.45000633,77.01999101,03/04/2019,Apr,2019,129.4
2906,Rajasthan,NR,26.44999921,74.63998124,03/04/2019,Apr,2019,222.9
2907,Delhi,NR,28.6699929,77.23000403,03/04/2019,Apr,2019,71.8
2908,UP,NR,27.59998069,78.05000565,03/04/2019,Apr,2019,317.9
2909,Uttarakhand,NR,30.32040895,78.05000565,03/04/2019,Apr,2019,36.9
2910,HP,NR,31.10002545,77.16659704,03/04/2019,Apr,2019,25.6
2911,J&K,NR,33.45,76.24,03/04/2019,Apr,2019,36.0
2912,Chandigarh,NR,30.71999697,76.78000565,03/04/2019,Apr,2019,3.4
2913,Chhattisgarh,WR,22.09042035,82.15998734,03/04/2019,Apr,2019,97.6
2914,Gujarat,WR,22.2587,71.1924,03/04/2019,Apr,2019,366.5
2915,MP,WR,21.30039105,76.13001949,03/04/2019,Apr,2019,205.8
2916,Maharashtra,WR,19.25023195,73.16017493,03/04/2019,Apr,2019,483.3
2917,Goa,WR,15.491997,73.81800065,03/04/2019,Apr,2019,12.4
2918,DNH,WR,20.26657819,73.01661779999998,03/04/2019,Apr,2019,18.3
2919,Andhra Pradesh,SR,14.7504291,78.57002559,03/04/2019,Apr,2019,199.6
2920,Telangana,SR,18.1124,79.0193,03/04/2019,Apr,2019,227.8
2921,Karnataka,SR,12.57038129,76.91999711,03/04/2019,Apr,2019,255.8
2922,Kerala,SR,8.900372741,76.56999263,03/04/2019,Apr,2019,86.5
2923,Tamil Nadu,SR,12.92038576,79.15004187,03/04/2019,Apr,2019,351.1
2924,Pondy,SR,11.93499371,79.83000037,03/04/2019,Apr,2019,8.4
2925,Bihar,ER,25.78541445,87.4799727,03/04/2019,Apr,2019,81.5
2926,Jharkhand,ER,23.80039349,86.41998572,03/04/2019,Apr,2019,23.8
2927,Odisha,ER,19.82042971,85.90001746,03/04/2019,Apr,2019,90.8
2928,West Bengal,ER,22.58039044,88.32994665,03/04/2019,Apr,2019,172.7
2929,Sikkim,ER,27.3333303,88.6166475,03/04/2019,Apr,2019,1.3
2930,Arunachal Pradesh,NER,27.10039878,93.61660071,03/04/2019,Apr,2019,2.3
2931,Assam,NER,26.7499809,94.21666744,03/04/2019,Apr,2019,25.8
2932,Manipur,NER,24.79997072,93.95001705,03/04/2019,Apr,2019,2.4
2933,Meghalaya,NER,25.57049217,91.8800142,03/04/2019,Apr,2019,6.0
2934,Mizoram,NER,23.71039899,92.72001461,03/04/2019,Apr,2019,1.6
2935,Nagaland,NER,25.6669979,94.11657019,03/04/2019,Apr,2019,2.1
2936,Tripura,NER,23.83540428,91.27999914,03/04/2019,Apr,2019,4.1
2937,Punjab,NR,31.51997398,75.98000281,04/04/2019,Apr,2019,130.8
2938,Haryana,NR,28.45000633,77.01999101,04/04/2019,Apr,2019,127.6
2939,Rajasthan,NR,26.44999921,74.63998124,04/04/2019,Apr,2019,220.4
2940,Delhi,NR,28.6699929,77.23000403,04/04/2019,Apr,2019,73.9
2941,UP,NR,27.59998069,78.05000565,04/04/2019,Apr,2019,320.0
2942,Uttarakhand,NR,30.32040895,78.05000565,04/04/2019,Apr,2019,36.8
2943,HP,NR,31.10002545,77.16659704,04/04/2019,Apr,2019,25.1
2944,J&K,NR,33.45,76.24,04/04/2019,Apr,2019,41.9
2945,Chandigarh,NR,30.71999697,76.78000565,04/04/2019,Apr,2019,3.4
2946,Chhattisgarh,WR,22.09042035,82.15998734,04/04/2019,Apr,2019,102.9
2947,Gujarat,WR,22.2587,71.1924,04/04/2019,Apr,2019,366.4
2948,MP,WR,21.30039105,76.13001949,04/04/2019,Apr,2019,208.4
2949,Maharashtra,WR,19.25023195,73.16017493,04/04/2019,Apr,2019,484.0
2950,Goa,WR,15.491997,73.81800065,04/04/2019,Apr,2019,12.4
2951,DNH,WR,20.26657819,73.01661779999998,04/04/2019,Apr,2019,18.3
2952,Andhra Pradesh,SR,14.7504291,78.57002559,04/04/2019,Apr,2019,200.4
2953,Telangana,SR,18.1124,79.0193,04/04/2019,Apr,2019,229.1
2954,Karnataka,SR,12.57038129,76.91999711,04/04/2019,Apr,2019,253.5
2955,Kerala,SR,8.900372741,76.56999263,04/04/2019,Apr,2019,85.9
2956,Tamil Nadu,SR,12.92038576,79.15004187,04/04/2019,Apr,2019,349.3
2957,Pondy,SR,11.93499371,79.83000037,04/04/2019,Apr,2019,8.4
2958,Bihar,ER,25.78541445,87.4799727,04/04/2019,Apr,2019,84.1
2959,Jharkhand,ER,23.80039349,86.41998572,04/04/2019,Apr,2019,23.8
2960,Odisha,ER,19.82042971,85.90001746,04/04/2019,Apr,2019,91.3
2961,West Bengal,ER,22.58039044,88.32994665,04/04/2019,Apr,2019,164.2
2962,Sikkim,ER,27.3333303,88.6166475,04/04/2019,Apr,2019,1.3
2963,Arunachal Pradesh,NER,27.10039878,93.61660071,04/04/2019,Apr,2019,2.3
2964,Assam,NER,26.7499809,94.21666744,04/04/2019,Apr,2019,25.6
2965,Manipur,NER,24.79997072,93.95001705,04/04/2019,Apr,2019,2.5
2966,Meghalaya,NER,25.57049217,91.8800142,04/04/2019,Apr,2019,5.6
2967,Mizoram,NER,23.71039899,92.72001461,04/04/2019,Apr,2019,1.6
2968,Nagaland,NER,25.6669979,94.11657019,04/04/2019,Apr,2019,2.3
2969,Tripura,NER,23.83540428,91.27999914,04/04/2019,Apr,2019,4.2
2970,Punjab,NR,31.51997398,75.98000281,05/04/2019,Apr,2019,121.4
2971,Haryana,NR,28.45000633,77.01999101,05/04/2019,Apr,2019,113.9
2972,Rajasthan,NR,26.44999921,74.63998124,05/04/2019,Apr,2019,217.5
2973,Delhi,NR,28.6699929,77.23000403,05/04/2019,Apr,2019,69.1
2974,UP,NR,27.59998069,78.05000565,05/04/2019,Apr,2019,292.2
2975,Uttarakhand,NR,30.32040895,78.05000565,05/04/2019,Apr,2019,34.1
2976,HP,NR,31.10002545,77.16659704,05/04/2019,Apr,2019,23.1
2977,J&K,NR,33.45,76.24,05/04/2019,Apr,2019,41.6
2978,Chandigarh,NR,30.71999697,76.78000565,05/04/2019,Apr,2019,3.0
2979,Chhattisgarh,WR,22.09042035,82.15998734,05/04/2019,Apr,2019,97.8
2980,Gujarat,WR,22.2587,71.1924,05/04/2019,Apr,2019,350.5
2981,MP,WR,21.30039105,76.13001949,05/04/2019,Apr,2019,202.5
2982,Maharashtra,WR,19.25023195,73.16017493,05/04/2019,Apr,2019,462.0
2983,Goa,WR,15.491997,73.81800065,05/04/2019,Apr,2019,12.4
2984,DNH,WR,20.26657819,73.01661779999998,05/04/2019,Apr,2019,17.7
2985,Andhra Pradesh,SR,14.7504291,78.57002559,05/04/2019,Apr,2019,196.7
2986,Telangana,SR,18.1124,79.0193,05/04/2019,Apr,2019,219.1
2987,Karnataka,SR,12.57038129,76.91999711,05/04/2019,Apr,2019,232.7
2988,Kerala,SR,8.900372741,76.56999263,05/04/2019,Apr,2019,79.3
2989,Tamil Nadu,SR,12.92038576,79.15004187,05/04/2019,Apr,2019,327.0
2990,Pondy,SR,11.93499371,79.83000037,05/04/2019,Apr,2019,7.8
2991,Bihar,ER,25.78541445,87.4799727,05/04/2019,Apr,2019,85.1
2992,Jharkhand,ER,23.80039349,86.41998572,05/04/2019,Apr,2019,24.0
2993,Odisha,ER,19.82042971,85.90001746,05/04/2019,Apr,2019,83.1
2994,West Bengal,ER,22.58039044,88.32994665,05/04/2019,Apr,2019,158.4
2995,Sikkim,ER,27.3333303,88.6166475,05/04/2019,Apr,2019,0.8
2996,Arunachal Pradesh,NER,27.10039878,93.61660071,05/04/2019,Apr,2019,1.8
2997,Assam,NER,26.7499809,94.21666744,05/04/2019,Apr,2019,15.2
2998,Manipur,NER,24.79997072,93.95001705,05/04/2019,Apr,2019,2.0
2999,Meghalaya,NER,25.57049217,91.8800142,05/04/2019,Apr,2019,5.4
3000,Mizoram,NER,23.71039899,92.72001461,05/04/2019,Apr,2019,1.4
