,States,Regions,latitude,longitude,Dates,Month,Year,Usage
8859,Andhra Pradesh,SR,14.7504291,78.57002559,29/09/2019,Sep,2019,152.3
8860,Telangana,SR,18.1124,79.0193,29/09/2019,Sep,2019,173.4
8861,Karnataka,SR,12.57038129,76.91999711,29/09/2019,Sep,2019,161.8
8862,Kerala,SR,8.900372741,76.56999263,29/09/2019,Sep,2019,67.4
8863,Tamil Nadu,SR,12.92038576,79.15004187,29/09/2019,Sep,2019,266.3
8864,Pondy,SR,11.93499371,79.83000037,29/09/2019,Sep,2019,7.4
8865,Bihar,ER,25.78541445,87.4799727,29/09/2019,Sep,2019,95.0
8866,Jharkhand,ER,23.80039349,86.41998572,29/09/2019,Sep,2019,24.7
8867,Odisha,ER,19.82042971,85.90001746,29/09/2019,Sep,2019,81.5
8868,West Bengal,ER,22.58039044,88.32994665,29/09/2019,Sep,2019,154.3
8869,Sikkim,ER,27.3333303,88.6166475,29/09/2019,Sep,2019,0.9
8870,Arunachal Pradesh,NER,27.10039878,93.61660071,29/09/2019,Sep,2019,2.0
8871,Assam,NER,26.7499809,94.21666744,29/09/2019,Sep,2019,31.0
8872,Manipur,NER,24.79997072,93.95001705,29/09/2019,Sep,2019,2.5
8873,Meghalaya,NER,25.57049217,91.8800142,29/09/2019,Sep,2019,5.5
8874,Mizoram,NER,23.71039899,92.72001461,29/09/2019,Sep,2019,1.7
8875,Nagaland,NER,25.6669979,94.11657019,29/09/2019,Sep,2019,2.2
8876,Tripura,NER,23.83540428,91.27999914,29/09/2019,Sep,2019,4.8
8877,Punjab,NR,31.51997398,75.98000281,30/09/2019,Sep,2019,118.8
8878,Haryana,NR,28.45000633,77.01999101,30/09/2019,Sep,2019,145.9
8879,Rajasthan,NR,26.44999921,74.63998124,30/09/2019,Sep,2019,213.0
8880,Delhi,NR,28.6699929,77.23000403,30/09/2019,Sep,2019,86.4
8881,UP,NR,27.59998069,78.05000565,30/09/2019,Sep,2019,323.6
8882,Uttarakhand,NR,30.32040895,78.05000565,30/09/2019,Sep,2019,35.7
8883,HP,NR,31.10002545,77.16659704,30/09/2019,Sep,2019,28.1
8884,J&K,NR,33.45,76.24,30/09/2019,Sep,2019,30.5
8885,Chandigarh,NR,30.71999697,76.78000565,30/09/2019,Sep,2019,4.1
8886,Chhattisgarh,WR,22.09042035,82.15998734,30/09/2019,Sep,2019,83.1
8887,Gujarat,WR,22.2587,71.1924,30/09/2019,Sep,2019,364.7
8888,MP,WR,21.30039105,76.13001949,30/09/2019,Sep,2019,187.1
8889,Maharashtra,WR,19.25023195,73.16017493,30/09/2019,Sep,2019,441.8
8890,Goa,WR,15.491997,73.81800065,30/09/2019,Sep,2019,12.8
8891,DNH,WR,20.26657819,73.01661779999998,30/09/2019,Sep,2019,18.3
8892,Andhra Pradesh,SR,14.7504291,78.57002559,30/09/2019,Sep,2019,154.9
8893,Telangana,SR,18.1124,79.0193,30/09/2019,Sep,2019,163.4
8894,Karnataka,SR,12.57038129,76.91999711,30/09/2019,Sep,2019,162.5
8895,Kerala,SR,8.900372741,76.56999263,30/09/2019,Sep,2019,67.9
8896,Tamil Nadu,SR,12.92038576,79.15004187,30/09/2019,Sep,2019,276.9
8897,Pondy,SR,11.93499371,79.83000037,30/09/2019,Sep,2019,7.5
8898,Bihar,ER,25.78541445,87.4799727,30/09/2019,Sep,2019,95.5
8899,Jharkhand,ER,23.80039349,86.41998572,30/09/2019,Sep,2019,25.5
8900,Odisha,ER,19.82042971,85.90001746,30/09/2019,Sep,2019,81.7
8901,West Bengal,ER,22.58039044,88.32994665,30/09/2019,Sep,2019,161.1
8902,Sikkim,ER,27.3333303,88.6166475,30/09/2019,Sep,2019,0.9
8903,Arunachal Pradesh,NER,27.10039878,93.61660071,30/09/2019,Sep,2019,2.1
8904,Assam,NER,26.7499809,94.21666744,30/09/2019,Sep,2019,30.1
8905,Manipur,NER,24.79997072,93.95001705,30/09/2019,Sep,2019,2.6
8906,Meghalaya,NER,25.57049217,91.8800142,30/09/2019,Sep,2019,5.4
8907,Mizoram,NER,23.71039899,92.72001461,30/09/2019,Sep,2019,1.7
8908,Nagaland,NER,25.6669979,94.11657019,30/09/2019,Sep,2019,1.8
8909,Tripura,NER,23.83540428,91.27999914,30/09/2019,Sep,2019,4.9
8910,Punjab,NR,31.51997398,75.98000281,01/10/2019,Oct,2019,118.9
8911,Haryana,NR,28.45000633,77.01999101,01/10/2019,Oct,2019,142.9
8912,Rajasthan,NR,26.44999921,74.63998124,01/10/2019,Oct,2019,208.4
8913,Delhi,NR,28.6699929,77.23000403,01/10/2019,Oct,2019,80.7
8914,UP,NR,27.59998069,78.05000565,01/10/2019,Oct,2019,316.5
8915,Uttarakhand,NR,30.32040895,78.05000565,01/10/2019,Oct,2019,34.9
8916,HP,NR,31.10002545,77.16659704,01/10/2019,Oct,2019,27.8
8917,J&K,NR,33.45,76.24,01/10/2019,Oct,2019,39.9
8918,Chandigarh,NR,30.71999697,76.78000565,01/10/2019,Oct,2019,3.9
8919,Chhattisgarh,WR,22.09042035,82.15998734,01/10/2019,Oct,2019,78.2
8920,Gujarat,WR,22.2587,71.1924,01/10/2019,Oct,2019,362.1
8921,MP,WR,21.30039105,76.13001949,01/10/2019,Oct,2019,182.7
8922,Maharashtra,WR,19.25023195,73.16017493,01/10/2019,Oct,2019,400.0
8923,Goa,WR,15.491997,73.81800065,01/10/2019,Oct,2019,10.3
8924,DNH,WR,20.26657819,73.01661779999998,01/10/2019,Oct,2019,18.2
8925,Andhra Pradesh,SR,14.7504291,78.57002559,01/10/2019,Oct,2019,155.4
8926,Telangana,SR,18.1124,79.0193,01/10/2019,Oct,2019,147.6
8927,Karnataka,SR,12.57038129,76.91999711,01/10/2019,Oct,2019,154.6
8928,Kerala,SR,8.900372741,76.56999263,01/10/2019,Oct,2019,67.0
8929,Tamil Nadu,SR,12.92038576,79.15004187,01/10/2019,Oct,2019,264.2
8930,Pondy,SR,11.93499371,79.83000037,01/10/2019,Oct,2019,6.9
8931,Bihar,ER,25.78541445,87.4799727,01/10/2019,Oct,2019,88.1
8932,Jharkhand,ER,23.80039349,86.41998572,01/10/2019,Oct,2019,24.4
8933,Odisha,ER,19.82042971,85.90001746,01/10/2019,Oct,2019,88.0
8934,West Bengal,ER,22.58039044,88.32994665,01/10/2019,Oct,2019,164.8
8935,Sikkim,ER,27.3333303,88.6166475,01/10/2019,Oct,2019,0.9
8936,Arunachal Pradesh,NER,27.10039878,93.61660071,01/10/2019,Oct,2019,1.9
8937,Assam,NER,26.7499809,94.21666744,01/10/2019,Oct,2019,30.2
8938,Manipur,NER,24.79997072,93.95001705,01/10/2019,Oct,2019,2.4
8939,Meghalaya,NER,25.57049217,91.8800142,01/10/2019,Oct,2019,5.5
8940,Mizoram,NER,23.71039899,92.72001461,01/10/2019,Oct,2019,1.7
8941,Nagaland,NER,25.6669979,94.11657019,01/10/2019,Oct,2019,1.9
8942,Tripura,NER,23.83540428,91.27999914,01/10/2019,Oct,2019,4.6
8943,Punjab,NR,31.51997398,75.98000281,02/10/2019,Oct,2019,110.9
8944,Haryana,NR,28.45000633,77.01999101,02/10/2019,Oct,2019,137.5
8945,Rajasthan,NR,26.44999921,74.63998124,02/10/2019,Oct,2019,202.2
8946,Delhi,NR,28.6699929,77.23000403,02/10/2019,Oct,2019,75.3
8947,UP,NR,27.59998069,78.05000565,02/10/2019,Oct,2019,299.3
8948,Uttarakhand,NR,30.32040895,78.05000565,02/10/2019,Oct,2019,31.8
8949,HP,NR,31.10002545,77.16659704,02/10/2019,Oct,2019,23.7
8950,J&K,NR,33.45,76.24,02/10/2019,Oct,2019,40.0
8951,Chandigarh,NR,30.71999697,76.78000565,02/10/2019,Oct,2019,3.3
8952,Chhattisgarh,WR,22.09042035,82.15998734,02/10/2019,Oct,2019,75.7
8953,Gujarat,WR,22.2587,71.1924,02/10/2019,Oct,2019,343.1
8954,MP,WR,21.30039105,76.13001949,02/10/2019,Oct,2019,168.1
8955,Maharashtra,WR,19.25023195,73.16017493,02/10/2019,Oct,2019,368.4
8956,Goa,WR,15.491997,73.81800065,02/10/2019,Oct,2019,10.8
8957,DNH,WR,20.26657819,73.01661779999998,02/10/2019,Oct,2019,18.1
8958,Andhra Pradesh,SR,14.7504291,78.57002559,02/10/2019,Oct,2019,149.7
8959,Telangana,SR,18.1124,79.0193,02/10/2019,Oct,2019,142.9
8960,Karnataka,SR,12.57038129,76.91999711,02/10/2019,Oct,2019,138.3
8961,Kerala,SR,8.900372741,76.56999263,02/10/2019,Oct,2019,61.8
8962,Tamil Nadu,SR,12.92038576,79.15004187,02/10/2019,Oct,2019,249.8
8963,Pondy,SR,11.93499371,79.83000037,02/10/2019,Oct,2019,6.6
8964,Bihar,ER,25.78541445,87.4799727,02/10/2019,Oct,2019,83.8
8965,Jharkhand,ER,23.80039349,86.41998572,02/10/2019,Oct,2019,22.3
8966,Odisha,ER,19.82042971,85.90001746,02/10/2019,Oct,2019,90.4
8967,West Bengal,ER,22.58039044,88.32994665,02/10/2019,Oct,2019,156.5
8968,Sikkim,ER,27.3333303,88.6166475,02/10/2019,Oct,2019,0.8
8969,Arunachal Pradesh,NER,27.10039878,93.61660071,02/10/2019,Oct,2019,2.1
8970,Assam,NER,26.7499809,94.21666744,02/10/2019,Oct,2019,29.1
8971,Manipur,NER,24.79997072,93.95001705,02/10/2019,Oct,2019,2.2
8972,Meghalaya,NER,25.57049217,91.8800142,02/10/2019,Oct,2019,6.0
8973,Mizoram,NER,23.71039899,92.72001461,02/10/2019,Oct,2019,1.8
8974,Nagaland,NER,25.6669979,94.11657019,02/10/2019,Oct,2019,1.9
8975,Tripura,NER,23.83540428,91.27999914,02/10/2019,Oct,2019,4.9
8976,Punjab,NR,31.51997398,75.98000281,03/10/2019,Oct,2019,108.1
8977,Haryana,NR,28.45000633,77.01999101,03/10/2019,Oct,2019,126.0
8978,Rajasthan,NR,26.44999921,74.63998124,03/10/2019,Oct,2019,231.0
8979,Delhi,NR,28.6699929,77.23000403,03/10/2019,Oct,2019,68.9
8980,UP,NR,27.59998069,78.05000565,03/10/2019,Oct,2019,282.8
8981,Uttarakhand,NR,30.32040895,78.05000565,03/10/2019,Oct,2019,38.2
8982,HP,NR,31.10002545,77.16659704,03/10/2019,Oct,2019,28.5
8983,J&K,NR,33.45,76.24,03/10/2019,Oct,2019,50.2
8984,Chandigarh,NR,30.71999697,76.78000565,03/10/2019,Oct,2019,3.7
8985,Chhattisgarh,WR,22.09042035,82.15998734,03/10/2019,Oct,2019,81.2
8986,Gujarat,WR,22.2587,71.1924,03/10/2019,Oct,2019,256.6
8987,MP,WR,21.30039105,76.13001949,03/10/2019,Oct,2019,250.5
8988,Maharashtra,WR,19.25023195,73.16017493,03/10/2019,Oct,2019,414.6
8989,Goa,WR,15.491997,73.81800065,03/10/2019,Oct,2019,9.5
8990,DNH,WR,20.26657819,73.01661779999998,03/10/2019,Oct,2019,16.6
8991,Andhra Pradesh,SR,14.7504291,78.57002559,03/10/2019,Oct,2019,159.1
8992,Telangana,SR,18.1124,79.0193,03/10/2019,Oct,2019,179.7
8993,Karnataka,SR,12.57038129,76.91999711,03/10/2019,Oct,2019,210.7
8994,Kerala,SR,8.900372741,76.56999263,03/10/2019,Oct,2019,66.9
8995,Tamil Nadu,SR,12.92038576,79.15004187,03/10/2019,Oct,2019,275.1
8996,Pondy,SR,11.93499371,79.83000037,03/10/2019,Oct,2019,7.4
8997,Bihar,ER,25.78541445,87.4799727,03/10/2019,Oct,2019,76.7
8998,Jharkhand,ER,23.80039349,86.41998572,03/10/2019,Oct,2019,24.8
8999,Odisha,ER,19.82042971,85.90001746,03/10/2019,Oct,2019,71.5
9000,West Bengal,ER,22.58039044,88.32994665,03/10/2019,Oct,2019,114.3
9001,Sikkim,ER,27.3333303,88.6166475,03/10/2019,Oct,2019,1.6
9002,Arunachal Pradesh,NER,27.10039878,93.61660071,03/10/2019,Oct,2019,2.1
9003,Assam,NER,26.7499809,94.21666744,03/10/2019,Oct,2019,23.9
9004,Manipur,NER,24.79997072,93.95001705,03/10/2019,Oct,2019,2.9
9005,Meghalaya,NER,25.57049217,91.8800142,03/10/2019,Oct,2019,6.4
9006,Mizoram,NER,23.71039899,92.72001461,03/10/2019,Oct,2019,1.8
9007,Nagaland,NER,25.6669979,94.11657019,03/10/2019,Oct,2019,2.1
9008,Tripura,NER,23.83540428,91.27999914,03/10/2019,Oct,2019,3.9
9009,Punjab,NR,31.51997398,75.98000281,04/10/2019,Oct,2019,116.9
9010,Haryana,NR,28.45000633,77.01999101,04/10/2019,Oct,2019,131.7
9011,Rajasthan,NR,26.44999921,74.63998124,04/10/2019,Oct,2019,237.6
9012,Delhi,NR,28.6699929,77.23000403,04/10/2019,Oct,2019,72.2
9013,UP,NR,27.59998069,78.05000565,04/10/2019,Oct,2019,295.3
9014,Uttarakhand,NR,30.32040895,78.05000565,04/10/2019,Oct,2019,40.6
9015,HP,NR,31.10002545,77.16659704,04/10/2019,Oct,2019,25.8
9016,J&K,NR,33.45,76.24,04/10/2019,Oct,2019,52.5
9017,Chandigarh,NR,30.71999697,76.78000565,04/10/2019,Oct,2019,3.8
9018,Chhattisgarh,WR,22.09042035,82.15998734,04/10/2019,Oct,2019,80.1
9019,Gujarat,WR,22.2587,71.1924,04/10/2019,Oct,2019,282.7
9020,MP,WR,21.30039105,76.13001949,04/10/2019,Oct,2019,249.2
9021,Maharashtra,WR,19.25023195,73.16017493,04/10/2019,Oct,2019,418.4
9022,Goa,WR,15.491997,73.81800065,04/10/2019,Oct,2019,9.5
9023,DNH,WR,20.26657819,73.01661779999998,04/10/2019,Oct,2019,17.3
9024,Andhra Pradesh,SR,14.7504291,78.57002559,04/10/2019,Oct,2019,151.4
9025,Telangana,SR,18.1124,79.0193,04/10/2019,Oct,2019,171.6
9026,Karnataka,SR,12.57038129,76.91999711,04/10/2019,Oct,2019,204.2
9027,Kerala,SR,8.900372741,76.56999263,04/10/2019,Oct,2019,67.9
9028,Tamil Nadu,SR,12.92038576,79.15004187,04/10/2019,Oct,2019,240.3
9029,Pondy,SR,11.93499371,79.83000037,04/10/2019,Oct,2019,6.5
9030,Bihar,ER,25.78541445,87.4799727,04/10/2019,Oct,2019,74.5
9031,Jharkhand,ER,23.80039349,86.41998572,04/10/2019,Oct,2019,21.4
9032,Odisha,ER,19.82042971,85.90001746,04/10/2019,Oct,2019,71.9
9033,West Bengal,ER,22.58039044,88.32994665,04/10/2019,Oct,2019,116.8
9034,Sikkim,ER,27.3333303,88.6166475,04/10/2019,Oct,2019,1.3
9035,Arunachal Pradesh,NER,27.10039878,93.61660071,04/10/2019,Oct,2019,2.2
9036,Assam,NER,26.7499809,94.21666744,04/10/2019,Oct,2019,22.9
9037,Manipur,NER,24.79997072,93.95001705,04/10/2019,Oct,2019,2.9
9038,Meghalaya,NER,25.57049217,91.8800142,04/10/2019,Oct,2019,6.5
9039,Mizoram,NER,23.71039899,92.72001461,04/10/2019,Oct,2019,1.9
9040,Nagaland,NER,25.6669979,94.11657019,04/10/2019,Oct,2019,2.1
9041,Tripura,NER,23.83540428,91.27999914,04/10/2019,Oct,2019,3.8
9042,Punjab,NR,31.51997398,75.98000281,05/10/2019,Oct,2019,118.0
9043,Haryana,NR,28.45000633,77.01999101,05/10/2019,Oct,2019,132.0
9044,Rajasthan,NR,26.44999921,74.63998124,05/10/2019,Oct,2019,240.9
9045,Delhi,NR,28.6699929,77.23000403,05/10/2019,Oct,2019,72.3
9046,UP,NR,27.59998069,78.05000565,05/10/2019,Oct,2019,291.3
9047,Uttarakhand,NR,30.32040895,78.05000565,05/10/2019,Oct,2019,39.7
9048,HP,NR,31.10002545,77.16659704,05/10/2019,Oct,2019,30.3
9049,J&K,NR,33.45,76.24,05/10/2019,Oct,2019,48.5
9050,Chandigarh,NR,30.71999697,76.78000565,05/10/2019,Oct,2019,4.0
9051,Chhattisgarh,WR,22.09042035,82.15998734,05/10/2019,Oct,2019,79.5
9052,Gujarat,WR,22.2587,71.1924,05/10/2019,Oct,2019,316.4
9053,MP,WR,21.30039105,76.13001949,05/10/2019,Oct,2019,251.6
9054,Maharashtra,WR,19.25023195,73.16017493,05/10/2019,Oct,2019,421.8
9055,Goa,WR,15.491997,73.81800065,05/10/2019,Oct,2019,9.5
9056,DNH,WR,20.26657819,73.01661779999998,05/10/2019,Oct,2019,17.7
9057,Andhra Pradesh,SR,14.7504291,78.57002559,05/10/2019,Oct,2019,151.2
9058,Telangana,SR,18.1124,79.0193,05/10/2019,Oct,2019,174.0
9059,Karnataka,SR,12.57038129,76.91999711,05/10/2019,Oct,2019,212.2
9060,Kerala,SR,8.900372741,76.56999263,05/10/2019,Oct,2019,67.1
9061,Tamil Nadu,SR,12.92038576,79.15004187,05/10/2019,Oct,2019,227.9
9062,Pondy,SR,11.93499371,79.83000037,05/10/2019,Oct,2019,6.0
9063,Bihar,ER,25.78541445,87.4799727,05/10/2019,Oct,2019,73.9
9064,Jharkhand,ER,23.80039349,86.41998572,05/10/2019,Oct,2019,22.8
9065,Odisha,ER,19.82042971,85.90001746,05/10/2019,Oct,2019,73.8
9066,West Bengal,ER,22.58039044,88.32994665,05/10/2019,Oct,2019,121.4
9067,Sikkim,ER,27.3333303,88.6166475,05/10/2019,Oct,2019,1.4
9068,Arunachal Pradesh,NER,27.10039878,93.61660071,05/10/2019,Oct,2019,2.1
9069,Assam,NER,26.7499809,94.21666744,05/10/2019,Oct,2019,21.4
9070,Manipur,NER,24.79997072,93.95001705,05/10/2019,Oct,2019,2.9
9071,Meghalaya,NER,25.57049217,91.8800142,05/10/2019,Oct,2019,6.1
9072,Mizoram,NER,23.71039899,92.72001461,05/10/2019,Oct,2019,1.8
9073,Nagaland,NER,25.6669979,94.11657019,05/10/2019,Oct,2019,2.2
9074,Tripura,NER,23.83540428,91.27999914,05/10/2019,Oct,2019,3.9
9075,Punjab,NR,31.51997398,75.98000281,06/10/2019,Oct,2019,120.1
9076,Haryana,NR,28.45000633,77.01999101,06/10/2019,Oct,2019,131.3
9077,Rajasthan,NR,26.44999921,74.63998124,06/10/2019,Oct,2019,244.1
9078,Delhi,NR,28.6699929,77.23000403,06/10/2019,Oct,2019,72.2
9079,UP,NR,27.59998069,78.05000565,06/10/2019,Oct,2019,293.4
9080,Uttarakhand,NR,30.32040895,78.05000565,06/10/2019,Oct,2019,39.1
9081,HP,NR,31.10002545,77.16659704,06/10/2019,Oct,2019,29.7
9082,J&K,NR,33.45,76.24,06/10/2019,Oct,2019,50.3
9083,Chandigarh,NR,30.71999697,76.78000565,06/10/2019,Oct,2019,3.8
9084,Chhattisgarh,WR,22.09042035,82.15998734,06/10/2019,Oct,2019,77.8
9085,Gujarat,WR,22.2587,71.1924,06/10/2019,Oct,2019,327.5
9086,MP,WR,21.30039105,76.13001949,06/10/2019,Oct,2019,251.9
9087,Maharashtra,WR,19.25023195,73.16017493,06/10/2019,Oct,2019,421.0
9088,Goa,WR,15.491997,73.81800065,06/10/2019,Oct,2019,9.5
9089,DNH,WR,20.26657819,73.01661779999998,06/10/2019,Oct,2019,17.9
9090,Andhra Pradesh,SR,14.7504291,78.57002559,06/10/2019,Oct,2019,157.0
9091,Telangana,SR,18.1124,79.0193,06/10/2019,Oct,2019,178.2
9092,Karnataka,SR,12.57038129,76.91999711,06/10/2019,Oct,2019,215.5
9093,Kerala,SR,8.900372741,76.56999263,06/10/2019,Oct,2019,66.3
9094,Tamil Nadu,SR,12.92038576,79.15004187,06/10/2019,Oct,2019,238.1
9095,Pondy,SR,11.93499371,79.83000037,06/10/2019,Oct,2019,6.0
9096,Bihar,ER,25.78541445,87.4799727,06/10/2019,Oct,2019,75.3
9097,Jharkhand,ER,23.80039349,86.41998572,06/10/2019,Oct,2019,22.4
9098,Odisha,ER,19.82042971,85.90001746,06/10/2019,Oct,2019,71.8
9099,West Bengal,ER,22.58039044,88.32994665,06/10/2019,Oct,2019,117.2
9100,Sikkim,ER,27.3333303,88.6166475,06/10/2019,Oct,2019,1.4
9101,Arunachal Pradesh,NER,27.10039878,93.61660071,06/10/2019,Oct,2019,2.2
9102,Assam,NER,26.7499809,94.21666744,06/10/2019,Oct,2019,22.8
9103,Manipur,NER,24.79997072,93.95001705,06/10/2019,Oct,2019,2.8
9104,Meghalaya,NER,25.57049217,91.8800142,06/10/2019,Oct,2019,6.6
9105,Mizoram,NER,23.71039899,92.72001461,06/10/2019,Oct,2019,1.9
9106,Nagaland,NER,25.6669979,94.11657019,06/10/2019,Oct,2019,2.1
9107,Tripura,NER,23.83540428,91.27999914,06/10/2019,Oct,2019,4.1
9108,Punjab,NR,31.51997398,75.98000281,08/10/2019,Oct,2019,119.0
9109,Haryana,NR,28.45000633,77.01999101,08/10/2019,Oct,2019,132.4
9110,Rajasthan,NR,26.44999921,74.63998124,08/10/2019,Oct,2019,241.1
9111,Delhi,NR,28.6699929,77.23000403,08/10/2019,Oct,2019,73.9
9112,UP,NR,27.59998069,78.05000565,08/10/2019,Oct,2019,294.9
9113,Uttarakhand,NR,30.32040895,78.05000565,08/10/2019,Oct,2019,39.5
9114,HP,NR,31.10002545,77.16659704,08/10/2019,Oct,2019,29.9
9115,J&K,NR,33.45,76.24,08/10/2019,Oct,2019,51.6
9116,Chandigarh,NR,30.71999697,76.78000565,08/10/2019,Oct,2019,3.8
9117,Chhattisgarh,WR,22.09042035,82.15998734,08/10/2019,Oct,2019,82.9
9118,Gujarat,WR,22.2587,71.1924,08/10/2019,Oct,2019,329.8
9119,MP,WR,21.30039105,76.13001949,08/10/2019,Oct,2019,253.4
9120,Maharashtra,WR,19.25023195,73.16017493,08/10/2019,Oct,2019,413.7
9121,Goa,WR,15.491997,73.81800065,08/10/2019,Oct,2019,11.9
9122,DNH,WR,20.26657819,73.01661779999998,08/10/2019,Oct,2019,17.8
9123,Andhra Pradesh,SR,14.7504291,78.57002559,08/10/2019,Oct,2019,163.4
9124,Telangana,SR,18.1124,79.0193,08/10/2019,Oct,2019,182.1
9125,Karnataka,SR,12.57038129,76.91999711,08/10/2019,Oct,2019,215.6
9126,Kerala,SR,8.900372741,76.56999263,08/10/2019,Oct,2019,66.4
9127,Tamil Nadu,SR,12.92038576,79.15004187,08/10/2019,Oct,2019,265.1
9128,Pondy,SR,11.93499371,79.83000037,08/10/2019,Oct,2019,6.7
9129,Bihar,ER,25.78541445,87.4799727,08/10/2019,Oct,2019,76.7
9130,Jharkhand,ER,23.80039349,86.41998572,08/10/2019,Oct,2019,21.7
9131,Odisha,ER,19.82042971,85.90001746,08/10/2019,Oct,2019,72.8
9132,West Bengal,ER,22.58039044,88.32994665,08/10/2019,Oct,2019,121.5
9133,Sikkim,ER,27.3333303,88.6166475,08/10/2019,Oct,2019,1.4
9134,Arunachal Pradesh,NER,27.10039878,93.61660071,08/10/2019,Oct,2019,2.2
9135,Assam,NER,26.7499809,94.21666744,08/10/2019,Oct,2019,23.3
9136,Manipur,NER,24.79997072,93.95001705,08/10/2019,Oct,2019,2.8
9137,Meghalaya,NER,25.57049217,91.8800142,08/10/2019,Oct,2019,5.4
9138,Mizoram,NER,23.71039899,92.72001461,08/10/2019,Oct,2019,1.7
9139,Nagaland,NER,25.6669979,94.11657019,08/10/2019,Oct,2019,2.2
9140,Tripura,NER,23.83540428,91.27999914,08/10/2019,Oct,2019,4.2
9141,Punjab,NR,31.51997398,75.98000281,09/10/2019,Oct,2019,114.9
9142,Haryana,NR,28.45000633,77.01999101,09/10/2019,Oct,2019,129.5
9143,Rajasthan,NR,26.44999921,74.63998124,09/10/2019,Oct,2019,242.0
9144,Delhi,NR,28.6699929,77.23000403,09/10/2019,Oct,2019,66.2
9145,UP,NR,27.59998069,78.05000565,09/10/2019,Oct,2019,293.8
9146,Uttarakhand,NR,30.32040895,78.05000565,09/10/2019,Oct,2019,39.1
9147,HP,NR,31.10002545,77.16659704,09/10/2019,Oct,2019,29.3
9148,J&K,NR,33.45,76.24,09/10/2019,Oct,2019,50.4
9149,Chandigarh,NR,30.71999697,76.78000565,09/10/2019,Oct,2019,3.6
9150,Chhattisgarh,WR,22.09042035,82.15998734,09/10/2019,Oct,2019,83.3
9151,Gujarat,WR,22.2587,71.1924,09/10/2019,Oct,2019,329.0
9152,MP,WR,21.30039105,76.13001949,09/10/2019,Oct,2019,250.8
9153,Maharashtra,WR,19.25023195,73.16017493,09/10/2019,Oct,2019,413.1
9154,Goa,WR,15.491997,73.81800065,09/10/2019,Oct,2019,12.0
9155,DNH,WR,20.26657819,73.01661779999998,09/10/2019,Oct,2019,16.8
9156,Andhra Pradesh,SR,14.7504291,78.57002559,09/10/2019,Oct,2019,165.2
9157,Telangana,SR,18.1124,79.0193,09/10/2019,Oct,2019,182.5
9158,Karnataka,SR,12.57038129,76.91999711,09/10/2019,Oct,2019,211.7
9159,Kerala,SR,8.900372741,76.56999263,09/10/2019,Oct,2019,66.1
9160,Tamil Nadu,SR,12.92038576,79.15004187,09/10/2019,Oct,2019,268.0
9161,Pondy,SR,11.93499371,79.83000037,09/10/2019,Oct,2019,7.0
9162,Bihar,ER,25.78541445,87.4799727,09/10/2019,Oct,2019,75.1
9163,Jharkhand,ER,23.80039349,86.41998572,09/10/2019,Oct,2019,21.7
9164,Odisha,ER,19.82042971,85.90001746,09/10/2019,Oct,2019,74.0
9165,West Bengal,ER,22.58039044,88.32994665,09/10/2019,Oct,2019,122.6
9166,Sikkim,ER,27.3333303,88.6166475,09/10/2019,Oct,2019,1.3
9167,Arunachal Pradesh,NER,27.10039878,93.61660071,09/10/2019,Oct,2019,2.3
9168,Assam,NER,26.7499809,94.21666744,09/10/2019,Oct,2019,23.2
9169,Manipur,NER,24.79997072,93.95001705,09/10/2019,Oct,2019,2.8
9170,Meghalaya,NER,25.57049217,91.8800142,09/10/2019,Oct,2019,6.6
9171,Mizoram,NER,23.71039899,92.72001461,09/10/2019,Oct,2019,1.6
9172,Nagaland,NER,25.6669979,94.11657019,09/10/2019,Oct,2019,2.1
9173,Tripura,NER,23.83540428,91.27999914,09/10/2019,Oct,2019,4.1
9174,Punjab,NR,31.51997398,75.98000281,10/10/2019,Oct,2019,109.1
9175,Haryana,NR,28.45000633,77.01999101,10/10/2019,Oct,2019,118.6
9176,Rajasthan,NR,26.44999921,74.63998124,10/10/2019,Oct,2019,239.6
9177,Delhi,NR,28.6699929,77.23000403,10/10/2019,Oct,2019,64.6
9178,UP,NR,27.59998069,78.05000565,10/10/2019,Oct,2019,280.0
9179,Uttarakhand,NR,30.32040895,78.05000565,10/10/2019,Oct,2019,36.2
9180,HP,NR,31.10002545,77.16659704,10/10/2019,Oct,2019,25.3
9181,J&K,NR,33.45,76.24,10/10/2019,Oct,2019,49.0
9182,Chandigarh,NR,30.71999697,76.78000565,10/10/2019,Oct,2019,3.4
9183,Chhattisgarh,WR,22.09042035,82.15998734,10/10/2019,Oct,2019,84.7
9184,Gujarat,WR,22.2587,71.1924,10/10/2019,Oct,2019,321.9
9185,MP,WR,21.30039105,76.13001949,10/10/2019,Oct,2019,250.8
9186,Maharashtra,WR,19.25023195,73.16017493,10/10/2019,Oct,2019,403.2
9187,Goa,WR,15.491997,73.81800065,10/10/2019,Oct,2019,12.0
9188,DNH,WR,20.26657819,73.01661779999998,10/10/2019,Oct,2019,17.2
9189,Andhra Pradesh,SR,14.7504291,78.57002559,10/10/2019,Oct,2019,163.4
9190,Telangana,SR,18.1124,79.0193,10/10/2019,Oct,2019,181.2
9191,Karnataka,SR,12.57038129,76.91999711,10/10/2019,Oct,2019,197.4
9192,Kerala,SR,8.900372741,76.56999263,10/10/2019,Oct,2019,58.8
9193,Tamil Nadu,SR,12.92038576,79.15004187,10/10/2019,Oct,2019,264.6
